STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1415,ALL_RATE_1415,MAM_COHORT_1415,MAM_RATE_1415,MAS_COHORT_1415,MAS_RATE_1415,MBL_COHORT_1415,MBL_RATE_1415,MHI_COHORT_1415,MHI_RATE_1415,MTR_COHORT_1415,MTR_RATE_1415,MWH_COHORT_1415,MWH_RATE_1415,CWD_COHORT_1415,CWD_RATE_1415,ECD_COHORT_1415,ECD_RATE_1415,LEP_COHORT_1415,LEP_RATE_1415,DATE_CUR
MARYLAND,24,2400150,Calvert County Public Schools,240015001344,Calvert County Alternative School,2,PS,.,.,.,.,1,PS,.,.,1,PS,.,.,.,.,.,.,.,.,26NOV16
MARYLAND,24,2400180,Caroline County Public Schools,240018000518,Colonel Richardson High School,133,85-89,.,.,2,PS,34,80-89,5,PS,9,GE50,83,85-89,5,PS,77,75-79,1,PS,26NOV16
MARYLAND,24,2400180,Caroline County Public Schools,240018000523,North Caroline High School,266,89,.,.,1,PS,30,GE80,30,60-79,2,PS,203,90-94,21,60-79,128,85-89,5,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021000527,Carroll Springs School,5,PS,.,.,.,.,1,PS,.,.,.,.,4,PS,5,PS,1,PS,.,.,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021000533,Francis Scott Key High,209,98,.,.,2,PS,14,GE50,4,PS,3,PS,186,GE95,15,GE50,48,GE90,1,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021000541,North Carroll High,177,GE95,.,.,.,.,2,PS,5,PS,1,PS,169,GE95,12,GE50,26,GE80,1,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021000546,South Carroll High,279,GE99,.,.,5,PS,4,PS,19,GE80,2,PS,249,GE95,12,GE50,33,GE90,2,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021000552,Westminster High,387,98,.,.,9,GE50,21,GE80,11,GE50,9,GE50,337,GE99,28,GE80,54,GE90,1,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001161,Century High,300,GE99,1,PS,7,GE50,9,GE50,13,GE50,3,PS,267,GE95,16,GE80,25,GE80,1,PS,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001185,Winters Mill High,270,95,.,.,8,GE50,21,GE80,19,GE80,1,PS,221,GE95,18,60-79,78,85-89,9,GE50,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001350,Flexible Student Support,46,70-79,.,.,.,.,10,GE50,2,PS,.,.,34,60-69,4,PS,15,GE50,.,.,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001394,Liberty High,260,98,.,.,7,GE50,11,GE50,6,GE50,4,PS,232,GE95,12,GE50,20,GE80,.,.,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001548,Gateway School,49,40-49,.,.,.,.,7,LT50,1,PS,1,PS,40,40-49,6,LT50,34,40-49,.,.,26NOV16
MARYLAND,24,2400210,Carroll County Public Schools,240021001672,Manchester Valley High,197,GE95,.,.,4,PS,5,PS,5,PS,1,PS,182,GE95,18,GE80,33,GE90,1,PS,26NOV16
MARYLAND,24,2400240,Cecil County Public Schools,240024000558,Bohemia Manor High,145,90-94,.,.,3,PS,10,GE50,6,GE50,2,PS,124,90-94,9,GE50,48,GE90,.,.,26NOV16
MARYLAND,24,2400240,Cecil County Public Schools,240024000568,Elkton High,295,82,.,.,11,GE50,77,80-84,26,60-79,13,GE50,168,80-84,36,50-59,158,75-79,3,PS,26NOV16
MARYLAND,24,2400240,Cecil County Public Schools,240024000575,North East High,276,83,.,.,3,PS,13,GE50,8,GE50,9,GE50,243,80-84,29,40-59,119,75-79,.,.,26NOV16
MARYLAND,24,2400240,Cecil County Public Schools,240024000577,Perryville High,194,90-94,.,.,2,PS,16,GE80,3,PS,13,GE50,160,90-94,26,60-79,68,80-84,.,.,26NOV16
MARYLAND,24,2400240,Cecil County Public Schools,240024090469,Rising Sun High,298,94,.,.,3,PS,.,.,9,GE50,8,GE50,278,90-94,21,60-79,60,80-89,.,.,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027000144,Westlake High School,364,93,2,PS,17,GE80,268,90-94,19,GE80,18,GE80,40,GE90,29,GE80,118,85-89,5,PS,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027000596,La Plata High School,393,96,2,PS,10,GE50,81,GE95,12,GE50,22,GE80,266,GE95,10,GE50,51,80-89,.,.,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027000597,Henry E. Lackey High School,315,92,2,PS,5,PS,178,90-94,9,GE50,16,GE80,105,90-94,28,60-79,120,85-89,1,PS,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027000600,Maurice J. McDonough High School,348,92,.,.,7,GE50,176,90-94,19,GE80,14,GE50,132,90-94,24,60-79,103,85-89,2,PS,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027000607,Thomas Stone High School,341,87,5,PS,5,PS,191,85-89,19,60-79,15,GE50,106,90-94,31,70-79,118,75-79,.,.,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027001395,Robert D. Stethem Educational Center,5,PS,.,.,.,.,5,PS,.,.,.,.,.,.,1,PS,3,PS,.,.,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027001416,North Point High School,526,96,5,PS,21,GE80,306,96,28,GE80,31,GE90,135,GE95,28,GE80,82,90-94,1,PS,26NOV16
MARYLAND,24,2400270,Charles County Public Schools,240027001727,St. Charles High School,11,LT50,.,.,.,.,9,LT50,.,.,1,PS,1,PS,3,PS,5,PS,.,.,26NOV16
MARYLAND,24,2400300,Dorchester County Public Schools,240030000612,Cambridge-South Dorchester High School,233,83,.,.,5,PS,103,80-84,8,GE50,8,GE50,109,80-84,15,GE50,132,80-84,.,.,26NOV16
MARYLAND,24,2400300,Dorchester County Public Schools,240030000618,North Dorchester High School,122,90-94,1,PS,.,.,27,GE80,4,PS,8,GE50,82,90-94,6,GE50,55,80-89,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000616,Urbana High,358,98,2,PS,31,GE90,20,GE80,35,GE90,19,GE80,251,GE95,21,GE80,24,GE80,1,PS,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000627,Brunswick High,169,90-94,3,PS,2,PS,11,GE50,11,GE50,5,PS,137,90-94,12,GE50,25,GE80,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000629,Catoctin High,242,95,1,PS,3,PS,2,PS,11,GE50,8,GE50,217,GE95,12,GE50,40,80-89,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000632,Frederick High,343,87,5,PS,34,GE90,85,90-94,83,75-79,25,GE80,111,90-94,21,40-59,107,75-79,22,40-59,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000634,Gov. Thomas Johnson High,369,92,2,PS,24,GE80,89,90-94,57,80-89,22,GE80,175,90-94,39,60-69,103,85-89,5,PS,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000638,Linganore High,343,94,3,PS,8,GE50,5,PS,10,GE50,11,GE50,306,94,39,70-79,27,60-79,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000641,Middletown High,291,98,.,.,5,PS,4,PS,11,GE50,11,GE50,260,GE95,21,GE80,19,GE80,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000647,Rock Creek School,6,LT50,.,.,1,PS,1,PS,.,.,.,.,4,PS,6,LT50,2,PS,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033000655,Walkersville High,266,95,1,PS,6,GE50,39,80-89,16,GE80,10,GE50,194,GE95,24,GE80,52,80-89,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033001007,Frederick County Virtual School,7,GE50,.,.,.,.,.,.,2,PS,1,PS,4,PS,.,.,3,PS,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033001410,Heather Ridge High School,2,PS,.,.,.,.,1,PS,.,.,.,.,1,PS,1,PS,.,.,.,.,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033001550,Tuscarora High,365,90,1,PS,20,GE80,73,85-89,50,GE90,24,60-79,197,90-94,30,60-79,92,80-84,3,PS,26NOV16
MARYLAND,24,2400330,Frederick County Public Schools,240033001688,Oakdale High,300,96,1,PS,7,GE50,13,GE50,22,GE80,12,GE50,245,GE95,19,60-79,17,60-79,.,.,26NOV16
MARYLAND,24,2400360,Garrett County Public Schools,240036000671,Northern Garrett High School,102,90-94,.,.,.,.,1,PS,2,PS,1,PS,98,90-94,8,GE50,41,80-89,.,.,26NOV16
MARYLAND,24,2400360,Garrett County Public Schools,240036000674,Southern Garrett High School,158,90-94,.,.,.,.,.,.,.,.,3,PS,155,90-94,15,GE50,52,80-89,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000480,Center for Educational Opportunity,48,20-29,.,.,1,PS,23,21-39,3,PS,3,PS,18,LE20,19,21-39,27,21-39,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000679,Aberdeen High,363,85,4,PS,18,GE80,128,90-94,35,80-89,22,GE80,156,80-84,47,60-69,155,75-79,1,PS,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000683,Bel Air High,431,94,.,.,16,GE80,28,GE80,30,GE80,20,GE80,337,95,25,60-79,44,70-79,1,PS,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000690,Edgewood High,296,85,2,PS,10,GE50,131,85-89,29,GE80,16,GE80,108,85-89,33,50-59,137,80-84,1,PS,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000691,Fallston High,258,95,2,PS,6,GE50,6,GE50,2,PS,8,GE50,234,GE95,15,GE50,18,60-79,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000694,Harford Technical High,244,97,.,.,12,GE50,32,GE90,8,GE50,11,GE50,181,GE95,25,GE80,55,GE90,1,PS,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000697,Havre de Grace High,133,90-94,.,.,2,PS,30,GE80,12,GE50,11,GE50,78,90-94,19,60-79,41,GE90,1,PS,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000703,John Archer School,13,LT50,.,.,.,.,4,PS,.,.,.,.,9,LT50,13,LT50,5,PS,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000705,Joppatowne High,176,75-79,.,.,.,.,75,70-74,11,GE50,13,GE50,77,70-74,18,21-39,90,70-74,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039000710,North Harford High,361,95,1,PS,4,PS,5,PS,9,GE50,6,GE50,336,95,24,60-79,40,80-89,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039001380,C. Milton Wright High,335,96,.,.,18,GE80,33,GE90,19,GE80,14,GE50,251,GE95,28,60-79,43,80-89,.,.,26NOV16
MARYLAND,24,2400390,Harford County Public Schools,240039001638,Patterson Mill High School,235,94,1,PS,10,GE50,15,GE50,12,GE50,7,GE50,190,90-94,20,60-79,22,GE80,.,.,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000719,Atholton High,373,96,1,PS,58,GE90,76,90-94,21,GE80,13,GE50,204,GE95,26,40-59,38,80-89,.,.,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000722,Centennial High,333,98,.,.,101,GE95,30,GE80,12,GE50,20,GE80,170,GE95,14,GE50,24,GE80,2,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000731,Glenelg High,304,97,.,.,23,GE80,12,GE50,12,GE50,11,GE50,246,GE95,26,60-79,14,GE50,.,.,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000735,Hammond High,292,93,.,.,29,GE80,113,90-94,34,80-89,33,GE90,83,GE95,35,60-69,99,90-94,4,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000738,Howard High,424,96,.,.,49,GE90,81,GE95,26,GE80,40,GE90,228,GE95,20,GE80,39,80-89,3,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000743,Mount Hebron High,387,95,.,.,103,GE95,30,GE80,29,GE80,21,GE80,204,GE95,25,60-79,43,70-79,6,LT50,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000745,Oakland Mills High,261,85,.,.,18,GE80,118,80-84,46,70-79,26,GE80,53,GE90,25,40-59,93,75-79,4,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000762,Wilde Lake High,315,90,.,.,21,GE80,122,85-89,43,80-89,24,GE80,105,90-94,33,60-69,97,80-84,5,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000816,River Hill High,344,97,1,PS,84,GE95,24,GE80,21,GE80,14,GE50,200,GE95,13,GE50,14,GE50,5,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042000822,Long Reach High,352,88,1,PS,48,GE90,106,85-89,47,80-89,24,GE80,126,85-89,31,50-59,89,75-79,5,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042001189,Homewood School,47,40-49,1,PS,3,PS,21,40-59,3,PS,4,PS,15,LT50,17,40-59,27,21-39,.,.,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042001200,Reservoir High,378,94,2,PS,50,GE90,111,90-94,48,GE90,27,GE80,140,90-94,27,60-79,87,90-94,2,PS,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042001415,Cedar Lane Special Center,5,PS,.,.,1,PS,3,PS,1,PS,.,.,.,.,5,PS,.,.,.,.,26NOV16
MARYLAND,24,2400420,Howard County Public Schools,240042001437,Marriotts Ridge High,292,98,.,.,68,GE95,24,GE80,8,GE50,13,GE50,179,GE95,13,GE50,18,GE80,.,.,26NOV16
MARYLAND,24,2400450,Kent County Public Schools,240045000768,Kent County High,174,90-94,1,PS,2,PS,42,GE90,12,GE50,8,GE50,109,85-89,23,60-79,71,85-89,3,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000496,Stephen Knolls School,4,PS,.,.,.,.,.,.,3,PS,.,.,1,PS,4,PS,4,PS,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000773,Albert Einstein High,414,83,.,.,49,GE90,92,85-89,180,70-74,7,GE50,86,85-89,55,60-69,177,80-84,30,21-39,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000784,Bethesda-Chevy Chase High,466,96,.,.,25,GE80,75,90-94,62,85-89,24,GE80,280,GE95,37,GE90,51,80-89,12,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000808,Col. Zadok Magruder High,409,90,.,.,56,GE90,86,90-94,130,85-89,12,GE50,125,90-94,40,70-79,134,85-89,16,21-39,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000838,Gaithersburg High,554,78,1,PS,62,GE95,142,80-84,219,65-69,23,GE80,107,80-84,74,40-44,222,65-69,40,40-49,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000855,John F. Kennedy High,416,79,.,.,38,GE90,164,85-89,190,70-74,4,PS,20,GE80,56,30-39,211,80-84,19,40-59,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000867,Longview School,5,PS,.,.,3,PS,.,.,.,.,1,PS,1,PS,5,PS,2,PS,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000877,Montgomery Blair High,699,87,1,PS,120,GE95,195,85-89,188,70-74,33,GE90,162,GE95,50,60-69,226,80-84,37,30-39,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000890,Paint Branch High,480,90,1,PS,85,GE95,253,85-89,74,85-89,18,GE80,49,GE90,41,50-59,149,85-89,8,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000897,Poolesville High,301,98,1,PS,65,GE95,19,GE80,16,GE80,19,GE80,181,GE95,19,GE80,25,GE80,1,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000902,Richard Montgomery High,554,90,2,PS,144,GE95,95,80-84,131,80-84,29,GE80,153,GE95,48,70-79,122,85-89,15,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000912,Rockville High,319,85,.,.,32,GE90,49,80-89,108,80-84,10,GE50,120,85-89,50,40-49,94,80-84,14,LT50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000918,Seneca Valley High,322,84,1,PS,34,GE90,115,80-84,80,80-84,18,GE80,74,80-84,46,50-59,119,80-84,14,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000921,Sherwood High,489,92,.,.,61,85-89,88,85-89,63,80-84,17,GE80,260,GE95,49,80-89,78,80-84,28,40-59,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000926,Springbrook High,416,85,1,PS,55,GE90,162,85-89,153,75-79,7,GE50,38,GE90,42,50-59,181,80-84,18,21-39,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000934,Thomas S. Wootton High,566,96,.,.,208,GE95,42,70-79,37,GE90,21,GE80,258,GE95,40,70-79,29,60-79,5,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000941,Walt Whitman High,449,96,.,.,56,GE90,23,GE80,38,GE90,25,GE80,307,97,44,80-89,11,GE50,12,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000942,Walter Johnson High,557,95,.,.,70,90-94,67,90-94,92,GE95,29,GE80,299,GE95,57,80-89,45,GE90,9,GE50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000951,Wheaton High,308,83,.,.,30,GE80,62,GE95,184,75-79,6,GE50,26,60-79,32,60-69,176,80-84,32,50-59,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048000956,Winston Churchill High,459,98,1,PS,112,GE95,35,GE90,47,GE90,10,GE50,254,GE95,44,80-89,22,GE80,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001040,Northwest High,494,95,.,.,101,GE95,121,90-94,110,90-94,24,GE80,138,GE95,50,70-79,129,90-94,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001044,James Hubert Blake High,411,90,2,PS,33,GE90,204,85-89,80,85-89,11,GE50,81,GE95,34,60-69,114,85-89,5,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001365,MCPS Transitions School,1,PS,.,.,.,.,.,.,1,PS,.,.,.,.,1,PS,.,.,1,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001366,Northwood High School,390,81,1,PS,24,GE80,107,80-84,190,70-74,13,GE50,55,GE90,52,70-79,163,75-79,33,20-29,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001398,Regional Institute for Children & Adolescents,12,GE50,.,.,1,PS,2,PS,1,PS,.,.,8,GE50,11,GE50,7,GE50,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001451,Alternative Programs,50,30-39,.,.,.,.,23,21-39,20,21-39,3,PS,4,PS,11,LT50,28,LE20,5,PS,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001455,Damascus High,325,95,.,.,18,GE80,32,GE90,57,GE90,13,GE50,205,GE95,34,60-69,49,80-89,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001460,Rock Terrace School,16,LE20,.,.,2,PS,4,PS,5,PS,2,PS,3,PS,16,LE20,6,LT50,.,.,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001509,Quince Orchard High,429,93,.,.,51,GE90,63,90-94,96,80-84,18,GE80,201,GE95,48,80-89,102,80-84,14,LT50,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001525,Watkins Mill High,325,91,1,PS,38,GE90,127,90-94,124,85-89,11,GE50,24,GE80,30,60-79,169,85-89,19,40-59,26NOV16
MARYLAND,24,2400480,Montgomery County Public Schools,240048001541,Clarksburg High,484,93,.,.,86,GE95,140,90-94,111,85-89,14,GE50,133,GE95,50,70-79,133,85-89,4,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051000865,Annapolis Road Academy,8,LT50,.,.,.,.,5,PS,3,PS,.,.,.,.,.,.,6,LT50,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051000987,Bladensburg High,474,74,2,PS,5,PS,202,70-74,256,70-74,5,PS,4,PS,56,50-59,318,76,32,60-69,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051000990,Bowie High,674,85,.,.,24,GE80,469,85,60,80-89,27,GE80,94,80-84,58,60-69,182,80-84,2,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001002,Central High,216,75,.,.,2,PS,185,75-79,26,40-59,2,PS,1,PS,24,40-59,141,75-79,15,GE50,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001017,Crossland High,288,81,3,PS,7,GE50,237,80-84,34,60-69,2,PS,5,PS,35,80-89,148,80-84,13,GE50,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001023,Duval High,372,92,.,.,11,GE50,277,90-94,77,85-89,6,GE50,1,PS,34,80-89,227,85-89,11,GE50,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001027,Eleanor Roosevelt High,628,90,2,PS,48,GE90,397,92,86,75-79,16,GE80,79,GE95,56,70-79,246,80-84,15,GE50,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001029,Fairmont Heights High,230,87,1,PS,2,PS,204,85-89,22,GE80,.,.,1,PS,29,60-79,146,85-89,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001036,Frederick Douglass High,249,90,1,PS,1,PS,224,90-94,6,GE50,6,GE50,11,GE50,28,60-79,94,85-89,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001038,Friendly High,289,76,1,PS,12,GE50,248,75-79,24,60-79,3,PS,1,PS,45,50-59,146,70-74,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001047,Green Valley Academy at Edgar Allan Poe,17,LE20,.,.,.,.,17,LE20,.,.,.,.,.,.,5,PS,11,LT50,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001052,Gwynn Park High,297,87,2,PS,6,GE50,253,85-89,10,GE50,4,PS,22,60-79,37,70-79,103,80-84,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001054,Northwestern Evening/Saturday High,40,20-29,.,.,.,.,20,21-39,19,21-39,.,.,1,PS,2,PS,22,LE20,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001059,High Point High,585,59,.,.,25,GE80,183,70-74,358,50,6,GE50,13,GE50,52,40-49,401,61,111,35-39,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001062,Crossland Evening/Saturday High,51,11-19,.,.,.,.,44,11-19,6,LT50,.,.,1,PS,3,PS,26,LE20,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001067,Community Based Classrooms,28,GE80,.,.,1,PS,15,GE50,10,GE50,1,PS,1,PS,1,PS,12,GE50,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001089,Largo High,312,82,1,PS,3,PS,293,80-84,11,GE50,3,PS,1,PS,28,60-79,174,80-84,2,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001092,Laurel High,454,83,1,PS,21,GE80,297,85-89,101,70-74,7,GE50,27,GE80,45,70-79,241,75-79,20,60-79,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001114,Northwestern High,575,67,5,PS,11,GE50,229,75-79,311,59,9,GE50,10,GE50,66,55-59,384,71,67,45-49,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001123,Oxon Hill High,375,84,1,PS,31,80-89,267,80-84,72,80-84,2,PS,2,PS,28,40-59,172,80-84,16,60-79,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001126,Parkdale High,504,77,5,PS,36,70-79,207,80-84,225,70-74,10,GE50,21,60-79,61,55-59,329,76,43,50-59,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001133,Potomac High,297,71,.,.,2,PS,284,70-74,8,GE50,1,PS,2,PS,53,50-59,180,70-74,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001164,Suitland High,542,72,2,PS,1,PS,498,71,27,GE80,7,GE50,7,GE50,59,50-59,293,65-69,2,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001167,Surrattsville High,202,80,.,.,3,PS,180,80-84,12,GE50,3,PS,4,PS,31,70-79,78,75-79,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001354,James E. Duckworth Regional Center,4,PS,.,.,.,.,1,PS,1,PS,.,.,2,PS,4,PS,1,PS,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001384,C. Elizabeth Rieg Regional Center,14,LT50,.,.,.,.,10,LT50,1,PS,.,.,3,PS,14,LT50,6,LT50,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001418,Forestville High,188,75-79,.,.,.,.,179,75-79,9,GE50,.,.,.,.,31,70-79,118,75-79,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001419,Margaret Brent Regional Center,2,PS,.,.,.,.,2,PS,.,.,.,.,.,.,2,PS,2,PS,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001424,Tall Oaks Vocational,65,65-69,.,.,1,PS,53,60-69,10,GE50,.,.,1,PS,7,GE50,43,70-79,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001463,Croom Vocational,58,60-69,.,.,.,.,52,60-69,5,PS,.,.,1,PS,6,GE50,35,70-79,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001542,"Dr. Henry A. Wise, Jr. High",588,87,1,PS,4,PS,537,88,33,70-79,7,GE50,6,GE50,65,60-64,244,80-84,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001671,Incarcerated Youth Center (JACS),18,LE20,.,.,.,.,15,LT50,2,PS,.,.,1,PS,9,LT50,12,LT50,1,PS,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051001704,Academy of Health Sciences at PGCC,91,GE95,.,.,10,GE50,61,GE95,14,GE50,4,PS,2,PS,.,.,38,GE90,.,.,26NOV16
MARYLAND,24,2400510,Prince George's County Public Schools,240051002951,Charles Herbert Flowers High,562,86,1,PS,8,GE50,526,86,18,GE80,6,GE50,3,PS,55,60-69,222,80-84,2,PS,26NOV16
MARYLAND,24,2400540,Queen Anne's County Public Schools,240054001076,Kent Island High School,324,94,.,.,5,PS,18,GE80,12,GE50,9,GE50,280,GE95,21,60-79,59,70-79,5,PS,26NOV16
MARYLAND,24,2400540,Queen Anne's County Public Schools,240054001195,Queen Anne's County High School,278,95,2,PS,1,PS,22,GE80,11,GE50,5,PS,237,GE95,30,GE80,74,90-94,3,PS,26NOV16
MARYLAND,24,2400570,Somerset County Public Schools,240057001201,Crisfield Academy and High School,70,85-89,.,.,1,PS,10,GE50,5,PS,6,GE50,48,80-89,8,GE50,41,80-89,.,.,26NOV16
MARYLAND,24,2400570,Somerset County Public Schools,240057001213,Washington Academy and High School,113,85-89,.,.,3,PS,57,80-89,2,PS,8,GE50,43,80-89,15,GE50,75,85-89,1,PS,26NOV16
MARYLAND,24,2400600,St. Mary's County Public Schools,240060001218,Chopticon High,408,93,.,.,2,PS,42,GE90,13,GE50,7,GE50,344,94,28,GE80,90,85-89,1,PS,26NOV16
