STNAM,FIPST,LEAID,LEANM,NCESSCH,SCHNAM,ALL_COHORT_1314,ALL_RATE_1314,MAM_COHORT_1314,MAM_RATE_1314,MAS_COHORT_1314,MAS_RATE_1314,MBL_COHORT_1314,MBL_RATE_1314,MHI_COHORT_1314,MHI_RATE_1314,MTR_COHORT_1314,MTR_RATE_1314,MWH_COHORT_1314,MWH_RATE_1314,CWD_COHORT_1314,CWD_RATE_1314,ECD_COHORT_1314,ECD_RATE_1314,LEP_COHORT_1314,LEP_RATE_1314,INSERT_DATE,DATE_CUR
PENNSYLVANIA,42,4226300,Wilkes-Barre Area SD,422630003008,G A R Memorial JSHS,149,70-74,,,3,PS,37,60-69,47,70-79,,,62,75-79,10,GE50,104,70-74,25,60-79,30AUG15,29AUG15
PENNSYLVANIA,42,4226300,Wilkes-Barre Area SD,422630003009,Elmer L Meyers JSHS,144,85-89,,,3,PS,31,70-79,34,GE90,1,PS,75,85-89,6,LT50,86,85-89,9,GE50,30AUG15,29AUG15
PENNSYLVANIA,42,4226370,Wilkinsburg Borough SD,422637000555,Wilkinsburg SHS,53,40-49,,,,,50,40-49,,,3,PS,,,15,LT50,31,40-49,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226390,William Penn SD,422639007452,Penn Wood HS,401,72,1,PS,2,PS,382,73,3,PS,1,PS,12,LT50,62,60-64,263,70-74,15,GE50,30AUG15,29AUG15
PENNSYLVANIA,42,4226400,Williams Valley SD,422640003914,Williams Valley JSHS,77,80-84,,,,,,,3,PS,1,PS,73,85-89,22,60-79,33,60-69,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226430,Williamsburg Community SD,422643000951,Williamsburg Community JSHS,45,GE90,,,,,1,PS,,,,,44,GE90,12,GE50,21,GE80,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226460,Williamsport Area SD,422646006368,Williamsport Area SHS,352,88,1,PS,1,PS,70,75-79,5,PS,32,GE90,243,90-94,68,85-89,184,85-89,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226520,Wilmington Area SD,422652002721,Wilmington Area HS,112,80-84,,,3,PS,3,PS,1,PS,,,105,80-84,11,GE50,19,GE80,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226550,Wilson Area SD,422655003522,Wilson Area HS,172,90-94,,,4,PS,18,GE80,20,GE80,14,GE50,116,90-94,26,GE80,52,80-89,4,PS,30AUG15,29AUG15
PENNSYLVANIA,42,4226580,Wilson  SD,422658006980,Wilson HS,466,94,1,PS,21,GE80,50,GE90,56,80-89,1,PS,337,95,72,80-84,104,85-89,11,GE50,30AUG15,29AUG15
PENNSYLVANIA,42,4226610,Windber Area SD,422661004026,Windber Area HS,86,GE95,,,1,PS,1,PS,1,PS,,,83,GE95,10,GE50,33,GE90,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226700,Wyalusing Area SD,422670001005,Wyalusing Valley JSHS,109,90-94,,,,,1,PS,3,PS,,,105,90-94,20,GE80,32,GE90,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226730,Wyoming Area SD,422673006390,Wyoming Area Sec Ctr,172,GE95,,,1,PS,7,GE50,1,PS,,,163,GE95,2,PS,51,GE90,,,30AUG15,29AUG15
PENNSYLVANIA,42,4226760,Wyomissing Area SD,422676000887,Wyomissing Area JSHS,140,GE95,,,5,PS,11,GE50,16,GE80,,,108,GE95,19,60-79,32,80-89,1,PS,30AUG15,29AUG15
PENNSYLVANIA,42,4226810,York Co School of Technology,422681005168,York Co School of Technology,326,87,,,1,PS,40,80-89,59,80-89,25,GE80,201,90-94,71,80-84,176,80-84,16,60-79,30AUG15,29AUG15
PENNSYLVANIA,42,4226820,York City SD,422682004647,William Penn SHS,154,80-84,,,2,PS,86,80-84,46,80-89,2,PS,18,GE80,33,60-69,135,80-84,12,GE50,30AUG15,29AUG15
PENNSYLVANIA,42,4226850,York Suburban SD,422685004658,York Suburban SHS,218,93,,,13,GE50,12,GE50,15,GE50,5,PS,173,90-94,25,60-79,57,80-89,3,PS,30AUG15,29AUG15
PENNSYLVANIA,42,4280090,Bucks County Technical High School,428009007050,Bucks County Technical High School,287,97,2,PS,5,PS,20,GE80,18,GE80,4,PS,238,GE95,51,GE90,107,GE95,2,PS,30AUG15,29AUG15
PENNSYLVANIA,42,4280130,Carbon Career & Technical Institute,428013007054,Carbon Career & Technical Institute,92,GE95,,,,,4,PS,4,PS,,,84,GE95,22,GE80,33,GE90,,,30AUG15,29AUG15
PENNSYLVANIA,42,4280220,Connellsville Area Career & Technical Center,428022007066,Connellsville Area Career & Technical Ce,125,65-69,,,,,3,PS,,,1,PS,121,65-69,32,70-79,91,60-64,,,30AUG15,29AUG15
PENNSYLVANIA,42,4280590,North Montco Tech Career Center,428059007102,North Montco Tech Career Center,25,GE80,,,,,,,4,PS,1,PS,20,GE80,2,PS,8,GE50,,,30AUG15,29AUG15
RHODE ISLAND,44,4400001,R.I. Sch for the Deaf,440000100380,R.I. School for the Deaf,4,PS,.,.,.,.,2,PS,1,PS,.,.,1,PS,4,PS,4,PS,1,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400003,MET Career and Tech,440000300121,Metropolitan Career Tech Ctr,240,87,6,GE50,4,PS,40,80-89,109,85-89,10,GE50,71,80-84,54,80-89,205,85-89,32,80-89,30AUG15,29AUG15
RHODE ISLAND,44,4400004,Davies Career and Tech,440000400379,Davies Career-Tech High School,177,80-84,2,PS,5,PS,29,GE80,51,80-89,6,GE50,84,75-79,33,70-79,133,80-84,14,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400008,Beacon Charter School,440000800297,BEACON Charter School,56,GE90,1,PS,3,PS,3,PS,4,PS,.,.,45,GE90,18,GE80,28,GE80,2,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400009,DCYF,440000900413,DCYF Alternative Ed. Program,54,LE10,.,.,1,PS,10,LT50,29,LE20,2,PS,12,LT50,30,LE20,52,LE10,8,LT50,30AUG15,29AUG15
RHODE ISLAND,44,4400017,The Greene School,440001700477,The Greene School,38,80-89,.,.,.,.,1,PS,2,PS,.,.,35,GE90,13,GE50,14,GE50,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400019,Rhode Island Nurses Institute Middle College,440001900479,RINI Middle College,53,LE10,.,.,1,PS,16,LE20,22,LE20,1,PS,13,LT50,8,LT50,49,LE10,5,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400024,Sheila Skip Nowell Leadership Academy,440002400483,Sheila Skip Nowell Leadership,30,LE20,.,.,.,.,.,.,.,.,.,.,30,LE20,11,LT50,29,21-39,9,LT50,30AUG15,29AUG15
RHODE ISLAND,44,4400024,Sheila Skip Nowell Leadership Academy,440002400484,Sheila Skip Nowell Leadership,30,LE20,.,.,.,.,.,.,.,.,.,.,30,LE20,5,PS,30,LE20,5,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400030,Barrington,440003000001,Barrington High School,265,94,1,PS,10,GE50,8,GE50,3,PS,3,PS,240,90-94,33,70-79,19,60-79,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400032,Paul Cuffee Charter Sch,440003200220,Paul Cuffee Charter School,59,GE90,.,.,3,PS,17,GE80,39,GE90,.,.,.,.,10,GE50,59,GE90,14,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400036,Blackstone Academy,440003600246,Blackstone Academy Charter,41,80-89,.,.,1,PS,14,GE50,21,GE80,1,PS,4,PS,8,GE50,41,80-89,7,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400065,Bristol Warren,440006500009,Mt. Hope High School,272,87,1,PS,6,GE50,7,GE50,8,GE50,4,PS,246,85-89,38,60-69,115,75-79,13,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400090,Burrillville,440009000019,Burrillville High School,176,75-79,1,PS,2,PS,1,PS,7,GE50,2,PS,163,75-79,47,50-59,103,60-64,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400120,Central Falls,440012000026,Central Falls Sr High,207,72,.,.,2,PS,21,GE80,150,70-74,8,GE50,26,40-59,67,55-59,198,70-74,91,75-79,30AUG15,29AUG15
RHODE ISLAND,44,4400150,Chariho,440015000029,Chariho High School,298,92,5,PS,2,PS,3,PS,5,PS,4,PS,279,90-94,46,70-79,101,85-89,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400150,Chariho,440015000286,The R.Y.S.E School,8,GE50,.,.,.,.,1,PS,.,.,1,PS,6,GE50,6,GE50,7,GE50,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400210,Coventry,440021000032,Coventry High School,431,85,1,PS,2,PS,6,GE50,6,GE50,1,PS,415,85,75,55-59,149,70-74,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400240,Cranston,440024000044,Cranston High School East,419,82,.,.,29,GE80,27,GE80,150,80-84,14,GE50,199,80-84,96,80-84,308,80,68,80-84,30AUG15,29AUG15
RHODE ISLAND,44,4400240,Cranston,440024000045,Cranston High School West,421,95,1,PS,11,GE50,12,GE50,27,GE80,6,GE50,364,96,73,80-84,123,90-94,5,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400240,Cranston,440024000229,NEL/CPS Construction Career,41,70-79,.,.,1,PS,.,.,10,GE50,2,PS,28,60-79,18,60-79,31,70-79,4,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400270,Cumberland,440027000076,Cumberland High School,329,88,.,.,3,PS,10,LT50,25,GE80,7,GE50,284,90-94,59,60-69,99,70-74,17,60-79,30AUG15,29AUG15
RHODE ISLAND,44,4400300,East Greenwich,440030000086,East Greenwich High,180,GE95,.,.,12,GE50,.,.,4,PS,4,PS,160,GE95,26,GE80,14,GE50,2,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400330,East Providence,440033000097,East Providence High,378,80,2,PS,5,PS,47,80-89,23,60-79,9,GE50,292,80-84,93,60-64,261,70-74,26,60-79,30AUG15,29AUG15
RHODE ISLAND,44,4400360,Exeter-West Greenwich,440036000391,Exeter-West Greenwich Regional,137,90-94,.,.,.,.,1,PS,4,PS,.,.,132,90-94,20,60-79,19,60-79,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400420,Foster-Glocester,440042000116,Ponaganset High School,193,90-94,.,.,1,PS,2,PS,1,PS,.,.,189,GE95,22,60-79,51,80-89,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400540,Johnston,440054000128,Johnston Senior High,226,89,1,PS,6,GE50,12,GE50,26,GE80,.,.,181,85-89,60,70-79,129,85-89,11,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400570,Lincoln,440057000135,Lincoln Senior High School,266,90,1,PS,.,.,3,PS,11,GE50,6,GE50,245,90-94,46,80-89,81,75-79,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400630,Middletown,440063000147,Middletown High School,173,85-89,1,PS,3,PS,13,GE50,15,GE50,5,PS,136,85-89,39,70-79,53,60-69,2,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400660,Narragansett,440066000151,Narragansett High School,122,85-89,.,.,1,PS,1,PS,4,PS,1,PS,115,85-89,26,60-79,28,60-79,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400690,New Shoreham,440069000149,Block Island School,8,GE50,.,.,.,.,.,.,.,.,.,.,8,GE50,1,PS,1,PS,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400720,Newport,440072000159,Rogers High School,132,70-74,2,PS,2,PS,36,60-69,18,60-79,7,LT50,67,85-89,32,40-49,84,60-64,4,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400750,North Kingstown,440075000168,North Kingstown Sr. High,363,89,1,PS,7,GE50,6,GE50,9,GE50,5,PS,335,91,61,60-64,68,60-64,11,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400780,North Providence,440078000180,North Providence High,249,92,2,PS,4,PS,18,GE80,39,GE90,.,.,186,90-94,36,70-79,134,85-89,10,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4400810,North Smithfield,440081000186,North Smitfield HS,120,90-94,.,.,3,PS,.,.,8,GE50,3,PS,106,90-94,17,GE80,36,80-89,1,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400840,Pawtucket,440084000201,Charles E. Shea High School,219,88,1,PS,3,PS,103,85-89,74,85-89,10,GE50,28,GE80,29,60-79,208,85-89,86,90-94,30AUG15,29AUG15
RHODE ISLAND,44,4400840,Pawtucket,440084000202,William E. Tolman High,283,79,3,PS,4,PS,47,70-79,96,80-84,22,60-79,111,75-79,63,65-69,237,75-79,21,60-79,30AUG15,29AUG15
RHODE ISLAND,44,4400840,Pawtucket,440084000466,Jacqueline M. Walsh School,37,GE90,.,.,2,PS,5,PS,12,GE50,3,PS,15,GE50,2,PS,30,GE80,1,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400870,Portsmouth,440087000207,Portsmouth High School,261,97,1,PS,6,GE50,10,GE50,6,GE50,.,.,238,GE95,51,80-89,58,GE90,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000055,Academy for Career Exploration,43,80-89,.,.,.,.,9,GE50,28,GE80,2,PS,4,PS,6,GE50,43,80-89,5,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000157,Times2 Academy,32,70-79,.,.,.,.,15,GE50,15,GE50,.,.,2,PS,2,PS,30,GE80,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000209,W B Cooley & Acad Internationa,196,70-74,.,.,7,GE50,27,40-59,152,75-79,2,PS,8,GE50,32,60-69,192,70-74,105,75-79,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000217,Central High School,261,56,4,PS,19,40-59,51,60-69,171,55-59,2,PS,14,GE50,79,40-44,260,55-59,108,55-59,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000218,Classical High School,294,97,2,PS,28,GE80,41,GE90,129,GE95,6,GE50,88,GE95,14,GE50,227,GE95,23,GE80,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000224,Hope High School,286,74,.,.,14,GE50,71,70-74,171,70-74,7,GE50,23,60-79,79,55-59,278,70-74,92,75-79,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000232,Mount Pleasant High,285,57,1,PS,14,GE50,58,50-59,183,55-59,7,LT50,22,40-59,77,35-39,270,55-59,107,60-64,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000323,E-Cubed Academy,79,75-79,1,PS,2,PS,18,GE80,48,80-89,2,PS,8,GE50,14,GE50,76,75-79,17,60-79,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000344,Dr. Jorge Alvarez HS,173,70-74,2,PS,16,GE80,32,50-59,116,70-74,3,PS,4,PS,43,40-49,171,70-74,62,75-79,30AUG15,29AUG15
RHODE ISLAND,44,4400900,Providence,440090000467,Providence Career Technical,97,75-79,.,.,5,PS,17,40-59,69,80-84,3,PS,3,PS,24,60-79,97,75-79,28,60-79,30AUG15,29AUG15
RHODE ISLAND,44,4400960,Scituate,440096000255,Scituate High School,116,90-94,.,.,1,PS,1,PS,1,PS,1,PS,112,90-94,15,GE50,23,60-79,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4400990,Smithfield,440099000259,Smithfield High School,222,88,.,.,2,PS,4,PS,8,GE50,2,PS,206,90-94,32,50-59,55,60-69,4,PS,30AUG15,29AUG15
RHODE ISLAND,44,4401020,South Kingstown,440102000265,South Kingstown High,258,91,1,PS,4,PS,4,PS,9,GE50,10,GE50,230,90-94,50,70-79,55,70-79,4,PS,30AUG15,29AUG15
RHODE ISLAND,44,4401050,Tiverton,440105000274,Tiverton High School,131,90-94,.,.,.,.,1,PS,3,PS,2,PS,125,90-94,24,GE80,39,80-89,.,.,30AUG15,29AUG15
RHODE ISLAND,44,4401110,Warwick,440111000301,Pilgrim High School,248,83,.,.,10,GE50,4,PS,19,GE80,6,GE50,209,80-84,57,60-69,108,65-69,3,PS,30AUG15,29AUG15
RHODE ISLAND,44,4401110,Warwick,440111000307,Toll Gate High School,233,82,2,PS,8,GE50,3,PS,12,GE50,1,PS,207,80-84,53,60-69,95,65-69,12,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4401110,Warwick,440111000309,Warwick Veterans High,253,80,.,.,9,GE50,1,PS,11,GE50,1,PS,231,80-84,64,60-64,121,65-69,1,PS,30AUG15,29AUG15
RHODE ISLAND,44,4401140,West Warwick,440114000318,West Warwick High School,236,82,1,PS,6,GE50,11,GE50,22,60-79,.,.,196,80-84,58,60-69,135,75-79,2,PS,30AUG15,29AUG15
RHODE ISLAND,44,4401170,Westerly,440117000325,Westerly High School,200,90-94,.,.,10,GE50,5,PS,7,GE50,2,PS,176,90-94,38,70-79,77,75-79,7,GE50,30AUG15,29AUG15
RHODE ISLAND,44,4401200,Woonsocket,440120000345,Woonsocket High School,417,59,2,PS,27,GE80,41,40-49,112,45-49,9,GE50,226,65-69,141,35-39,342,54,50,40-49,30AUG15,29AUG15
SOUTH CAROLINA,45,4500002,Dorchester 04,450000200445,Woodland High,154,80-84,2,PS,2,PS,105,85-89,.,.,.,.,45,80-89,21,21-39,112,75-79,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500004,Deaf & Blind School,450000401226,SC School for the Blind High,6,LT50,.,.,.,.,5,PS,.,.,.,.,1,PS,6,LT50,6,LT50,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500004,Deaf & Blind School,450000401227,SC School for the Deaf High,12,LT50,.,.,1,PS,9,LT50,1,PS,.,.,1,PS,12,LT50,10,LT50,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500004,Deaf & Blind School,450000401402,Cedar Springs Academy,7,LT50,.,.,2,PS,2,PS,.,.,.,.,3,PS,7,LT50,7,LT50,2,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500690,Abbeville 60,450069000011,Abbeville High,131,85-89,.,.,1,PS,64,85-89,3,PS,.,.,63,85-89,13,GE50,67,85-89,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500690,Abbeville 60,450069000012,Dixie High,78,75-79,.,.,.,.,13,GE50,.,.,.,.,65,75-79,4,PS,38,70-79,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072000046,Aiken High,296,83,1,PS,1,PS,123,75-79,11,GE50,.,.,160,85-89,30,21-39,155,70-74,5,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072000055,North Augusta High,360,82,2,PS,3,PS,123,70-74,17,60-79,.,.,215,90-94,27,40-59,133,70-74,12,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072000056,Ridge Spring Monetta High,68,80-84,.,.,.,.,33,80-89,5,PS,.,.,30,GE80,5,PS,44,80-89,5,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072000057,Wagener-Salley High,63,80-84,1,PS,.,.,38,70-79,.,.,.,.,24,GE80,10,LT50,42,70-79,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072000940,Aiken Performing Arts Academy Charter,13,GE50,.,.,.,.,5,PS,1,PS,.,.,7,GE50,4,PS,5,PS,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072001198,Midland Valley High,243,87,.,.,4,PS,61,85-89,17,GE80,.,.,161,85-89,23,40-59,126,80-84,5,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072001202,South Aiken High,365,82,2,PS,11,GE50,101,65-69,18,60-79,.,.,233,85-89,25,21-39,128,65-69,14,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4500720,Aiken 01,450072001323,Silver Bluff High,152,75-79,.,.,1,PS,74,70-74,12,GE50,.,.,65,85-89,17,21-39,92,70-74,5,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500750,Allendale 01,450075000064,Allendale Fairfax High,100,75-79,.,.,1,PS,95,75-79,1,PS,.,.,3,PS,12,GE50,83,75-79,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500780,Anderson 01,450078000076,Palmetto High,246,84,1,PS,1,PS,15,GE50,13,GE50,.,.,216,85-89,22,40-59,109,80-84,7,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4500780,Anderson 01,450078000077,Wren High,300,95,.,.,4,PS,18,GE80,14,GE50,.,.,264,GE95,21,60-79,65,85-89,3,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500780,Anderson 01,450078001567,Powdersville High,116,90-94,3,PS,.,.,12,GE50,4,PS,.,.,97,GE95,9,GE50,37,GE90,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500810,Anderson 02,450081000084,Belton Honea Path High,274,82,.,.,1,PS,55,80-89,2,PS,.,.,216,80-84,34,60-69,132,70-74,2,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500840,Anderson 03,450084000089,Crescent High,161,85-89,.,.,1,PS,18,GE80,1,PS,.,.,141,85-89,27,40-59,87,75-79,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500870,Anderson 04,450087000094,Pendleton High,213,86,.,.,2,PS,43,80-89,6,GE50,.,.,162,85-89,23,60-79,103,75-79,2,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500900,Anderson 05,450090000097,Concord Elementary an Intl Baccalaureate World School,1,PS,.,.,.,.,1,PS,.,.,.,.,.,.,1,PS,1,PS,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4500900,Anderson 05,450090000108,T. L. Hanna High an International Baccalaureate World School,394,88,.,.,7,GE50,96,75-79,12,GE50,.,.,279,90-94,29,40-59,117,70-74,11,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4500900,Anderson 05,450090000113,Westside High an Early College Academy,427,70,2,PS,4,PS,194,65-69,16,GE80,.,.,211,70-74,59,30-39,239,60-64,16,GE80,30AUG15,29AUG15
SOUTH CAROLINA,45,4500900,Anderson 05,450090001602,Anderson  Five Charter School,83,45-49,.,.,.,.,24,40-59,1,PS,.,.,58,50-59,9,LT50,41,40-49,2,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500930,Bamberg 01,450093000119,Bamberg-Ehrhardt High,112,80-84,.,.,2,PS,66,75-79,2,PS,.,.,42,80-89,19,40-59,67,70-74,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4500960,Bamberg 02,450096000122,Denmark Olar High,66,80-84,.,.,.,.,64,80-84,1,PS,.,.,1,PS,5,PS,60,80-89,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501020,Barnwell 19,450102000126,Blackville-Hilda High,58,80-89,.,.,1,PS,43,80-89,1,PS,.,.,13,GE50,9,GE50,46,80-89,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501050,Barnwell 29,450105000129,Williston-Elko High,62,90-94,.,.,.,.,27,GE80,.,.,.,.,35,GE90,8,GE50,39,GE90,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4501080,Barnwell 45,450108000131,Guinyard-Butler Middle,5,PS,.,.,.,.,3,PS,.,.,.,.,2,PS,4,PS,3,PS,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4501080,Barnwell 45,450108000132,Barnwell High,161,85-89,3,PS,3,PS,72,75-79,2,PS,.,.,81,90-94,15,GE50,93,75-79,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111000147,Beaufort High,361,79,.,.,6,GE50,142,70-74,22,60-79,.,.,191,85-89,36,30-39,154,70-74,5,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111000149,Battery Creek High,173,75-79,.,.,4,PS,84,75-79,20,60-79,.,.,65,80-84,21,LE20,115,75-79,11,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111000420,H. E. McCracken Middle,23,LE20,.,.,1,PS,5,PS,10,LT50,.,.,7,LT50,.,.,11,LT50,9,LT50,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111001165,Bluffton High,385,76,3,PS,5,PS,73,80-84,89,70-74,.,.,215,75-79,38,40-49,141,70-74,54,60-69,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111001350,Hilton Head Island High,314,87,1,PS,4,PS,47,70-79,89,85-89,.,.,173,90-94,26,60-79,109,75-79,56,80-89,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111001361,Hilton Head Island Middle,1,PS,.,.,.,.,.,.,.,.,.,.,1,PS,1,PS,1,PS,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4501110,Beaufort 01,450111001550,Whale Branch Early College High,119,75-79,1,PS,1,PS,90,80-84,4,PS,.,.,23,60-79,15,LT50,92,70-74,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117000160,Timberland High,158,65-69,3,PS,.,.,80,65-69,2,PS,.,.,73,65-69,25,40-59,121,70-74,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117000174,Berkeley High,328,81,4,PS,2,PS,136,85-89,12,GE50,.,.,174,80-84,31,30-39,178,75-79,6,LT50,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117000176,Cross High,41,70-79,.,.,.,.,27,60-79,1,PS,.,.,13,GE50,6,LT50,30,60-79,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117000177,Goose Creek High,460,74,6,GE50,30,GE80,209,75-79,44,70-79,.,.,171,70-74,58,40-49,235,70-74,31,60-69,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117000178,Hanahan High,256,87,5,PS,14,GE50,82,80-84,19,60-79,.,.,136,90-94,25,60-79,115,80-84,17,60-79,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117001351,Stratford High,442,80,11,GE50,25,GE80,107,75-79,32,60-69,.,.,267,80-84,39,30-39,162,65-69,26,60-79,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117001523,Cane Bay High,394,86,11,GE50,7,GE50,114,85-89,26,GE80,.,.,236,85-89,33,40-49,194,85-89,13,GE50,30AUG15,29AUG15
SOUTH CAROLINA,45,4501170,Berkeley 01,450117001556,Berkeley County Middle College High,46,GE90,2,PS,2,PS,5,PS,2,PS,.,.,35,GE90,1,PS,17,GE80,3,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501250,Calhoun 01,450125000187,Calhoun County High,102,90-94,.,.,.,.,85,90-94,1,PS,.,.,16,GE80,11,GE50,90,90-94,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501440,Charleston 01,450144000083,Charleston School of the Arts,139,GE95,.,.,5,PS,21,GE80,7,GE50,.,.,106,GE95,9,GE50,22,GE80,2,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501440,Charleston 01,450144000168,Academic Magnet High,134,GE95,.,.,12,GE50,6,GE50,2,PS,.,.,114,GE95,.,.,8,GE50,.,.,30AUG15,29AUG15
SOUTH CAROLINA,45,4501440,Charleston 01,450144000250,Baptist Hill High,65,75-79,.,.,.,.,60,80-89,2,PS,.,.,3,PS,7,LT50,60,70-79,1,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501440,Charleston 01,450144000251,North Charleston High,141,50-54,.,.,.,.,136,50-54,4,PS,.,.,1,PS,22,LE20,122,55-59,3,PS,30AUG15,29AUG15
SOUTH CAROLINA,45,4501440,Charleston 01,450144000257,Garrett Academy of Technology,164,80-84,.,.,.,.,150,85-89,5,PS,.,.,9,GE50,19,21-39,136,80-84,4,PS,30AUG15,29AUG15
